index,essay_id,essay_set,essay,domain1_score,domain2_score,split
1524,4138,2,"What would you say if your library  was censored? Would you believe it would be right to have a censorship at the library? Well I am here to explain my belief's on censorship in the library.     My opinion is that there should be some items being censored, but we dont want to punish everybody just by taking the books off of the shelf completely. If i was an adult I would not want my child renting very graphic books, magazines, etc. but i wouldn't want to block his whole life. There can be different censorship on individual people too. An idea is to have a parent come in to decide what type of censorship you can put on a child by putting this on his or her library card.      The censorship would be a great way to help parents watch what their children are reading and watching. A good suggestion for this is what i just brought up, a personal censorship. This would keep the child from reading too graphic of novels for their age and it would not offense the parents. Also for the rated x magazines, movies, etc. i believe they shouldn't be took off the shelf and just moved to a different area that is secluded. This can be offensive to parents when they bring their children in, so move it to a place where children cannot have access to this area.     The censorship on books can also be completely outrageous too. Alot of books have graphic parts in them but yet are also a great read and can have great morals to learn. Graphic parts of the books are like the graphic parts of our lives, it's going to happen no matter what and we can't get away from it. Let the child, teenager, or whoever it is read the book if they are mature enough to read this and don't take it off the shelf. Just because it is offensive to some, others want to read the book too. You @MONTH1 please some with this idea but you will also anger others with this action.     Another point to get across is the library is also censored a little bit too. The libraries are organized into section by categories of books. Some books are categorized by the age level they are intended for. Once you get into the actual novels it isnt much like this but for younger ages this is the case, which people can see it work as a censor in ways. When you become to the higher reading level, you are most likely going to be old and mature enough to pick what you think is right to read and what is not.      With all this being said, there really doesnt need much censorship in libraries. Unless you have the personal censorship on the younger ones. There is no need to punish the ones that did absolutely nothing wrong to the community and to others when all they want to do is to simply check out items at the library",4,4.0,train
955,3942,2,"Things that mean so much to just one person     @CAPS1 to start this off, I am going to say Katherine Paterson is saying / @CAPS2 what is correct.They're is alot of @CAPS3 around this world that is very senceitive about there things in there house and around there life that they wouldnt want anyone to touch. Or be around.     One important thing that I have that means so much to me & my @CAPS4 is the @CAPS5 that my @CAPS6 gave to us right before he passed away. Me & my @CAPS4 have been wanting to listen to it for a very long time. But we just cant get the nerve to do it. We do not like it when someone thinks they can just do what they want by walking up there where we have that @CAPS5 and just grab ahold of it. @CAPS1 me and my @CAPS9 do not like that. So we say something. Thats one thing that we @CAPS10 like for anyone to touch. Because it means so much to us!      Most @CAPS3 think we are crazy because we @CAPS10 like anyone to be around or touch it, but all I have to say is that there is other @CAPS3 around this area that is more crazy about there things being touched. For example: ' @CAPS10 be over there by my clock hanging on the wall I @CAPS10 want you to knock it off, so get away from it! ' That is something that my bestfriends @CAPS11 had said before. & she still feels the same way still to this day! But I mean its just how we feel about everything around us that means alot.     But to get back to the situation about why do @CAPS3 get so fustrated about things that are hanging on the wall, or things that are in cases and thats where they have been for years and years. Its because it means so much to them. Its not just cause there mean or because of some kind of reason to gripe. It just because it means so much to them, & when I say means alot to them, I mean a bunch bunch!! There just trying to say that it means more then anything to them and they do not want it to be bothered. Just try to understand what there trying to say to you. Because it could mean so much. & you could get to the point to watch out for it also. Just to help out.     But the store that Katherine Paterson had wrote is saying the right thing. & she also probably has things in her life to that means alot to her. You just have to reconize what she has that is so important because there is alot of @CAPS3 that have impotant things in there life, & you could be one of them. Just try to see & feel how alot of other @CAPS3 do around the world around you. Just have to remember whats important to someone and help keep an eye out with them. & because a good friend to everybody else.",3,2.0,train
277,3595,2,"Libraries are for children, and adults of all ages. Because all people have different views on life, different beliefs, and different feelings, @CAPS4 makes @CAPS4 hard for libraries to please everyone. There are also different genres that people enjoy reading. Some @MONTH1 enjoy romance and comedy, while others like to read action books or mysteries.     Today, libraries have sections dedicated to different genres of materials. They have kids, fiction, informational, and many more. They also have different areas where you can find movies or magazines. But, if there are magazines, books, or movies, that should be viewed only by certain ages, the library should put a warning sign in the areas where those materials are located.      On the back of movies there is a rateing on @CAPS1 bad the movie is. Why not put a rateing on the back of books and magazines? This way people can know what to expect if they read @CAPS4. @CAPS4 would also help them decide if they even want to read @CAPS4. Rateings on the back of magazines and books would help destinguish what age is appropriate for @CAPS4.      Once, when i was visiting the library, there was a man in the check out line, right before me. @CAPS3 was returning the book that @CAPS3 had just read and checking out the new one @CAPS3 had already picked out. When @CAPS4 was finally his turn in line @CAPS3 stepped up to the counter and explained to the sweet, old, lady at the front desk, what @CAPS3 had wanted to do with his books. She simply understood that @CAPS3 wanted to check out and return one. As she was checking him out she was making small talk and asked, '@CAPS1 did you like your book, @CAPS2?' @CAPS3 replied ' @CAPS4 wasn't what i expected. @CAPS4 was completly inappropriate. ' As they disscussed a little more @CAPS4 turned out that there were tons of curse words throughout the entire book. This is one example of @CAPS1 people don't know what to expect when they read a book.      I don't think that libraries should remove materials off the shelves that people have complained about. They should simply do something to let people know what to expect when they read the books, magazines, or movies. Some people @MONTH1 not mind reading a book with a few curse words here and there, but others @MONTH1 find @CAPS4 outragous. Libraries spend their money to buy these books for the communities. Why take a book off if only a few people find @CAPS4 offensive? No one makes those people read those books, its by their choice. Libraries need to figure out some way to reasure people that they will enjoy what they are reading and not be offended by @CAPS4",4,4.0,train
1172,4268,2,"I think that some books should be banned from libraries that are offensive or use certain words against people, I think that should apply to highschool libraries because it really would matter in elementeries because they wouldn't know what some things mean. If a class were to read an offensive book and someyone in the class from the opposite race that reads the book others could get affended and it could start a fight.     Some high schoolers could get affended quicker than others and which could cause a lot of problems so by avoiding that there should be votes on books that should be banned or not be aloud to be read in class or in school period. Im pretty sure people would think its dumb to ban books but trust it me it would solve a lot of problems, but it all comes down to whats acceptable and whats not without hurting other peoples feeling and putting them down.     I bet all the time in classes theres been a story that has been read that has talked about races which makes others not feel comfortable, and theres always that person that always trys to make fun of something, but if I were in this situation I would try my best to not let others get to me and interfer with my grades and performance. I would just ignore them as much as possible and if it did start getting annoying I would talk to my counselor about trying to talk to that person individually or just removing me from class. I'm pretty sure most schools wouldnt tolerate this type of behavior but you will always have those kind of kids you just have to ignore.               You should never not go to school thinking you don't fit in just because someyone is making fun of your race or how you look. They just try to make the day harder on you and all you have to do is ignore them or report it and hopefully it is taken care of",3,3.0,train
219,3008,2,"I absolutely do not think that any book, movie, magazine, music, etc., should be removed from the shelf because they find it offensive.  If we do that, then all the books would be off the shelf.  Sometimes the really good books are when they are offensive, because they are actually telling you what they really believe in.     I remember when I was twelve, the news was saying that a school was taking books off the shelf because it offended one person in the school.  The shocking part was that almost the whole school was reading that book.  Even teachers were reading it.  The school board did not even care though.  I think that was completely handled the wrong way.  They should have talked to the girl and said it was unfair to ask that when everybody reads it.  If it offended her, then she should not read it.     Music is an outlet for many people.  They can express their feelings in a way that is amazing.  Without music, there would not be any fun in the world.  People are alwasy listening to music.  When they are sad, mad, upset, confused, etc.  If people think some kind of music is offensive, then they should not listen to it.     Movies are going to be offensive to at least one thing all the time.  That is what makes a movie: a hero and a vilian.  We want to good guys to win.  The movie makes fun of the bad guys.  Somebody is always going to get hurt.     When I read, watch, or listen to something, I do not think of how offensive it is to me or somebody else.  I think of how the artist feels.  Why they wrote it that certain way.  If I am listening to music, I listen to the beat and the words at first.  Then if I like it, I start singing it.  If I do not like it, then I just change the song.     I hope people do not end up just taking things off the shelf when someone is offended.  We need the different opinions in life.  If we all had the same opinions, we would not be ourselves in anyway.  I do not want to be the same as everybody else.  I love my personality.  I am different and kind of an outcast.  But I am true to myself.  And I respect other people's opinions.  I wish everyone would do the same.  Or at least try to do the same.  Thank you for listening to what I had to say",4,4.0,train
1090,3678,2,"No, I do not believe that certain materials, such as books, music , movies, magazines, etc., should be removed from the selves if they are found offensive. Here are statements on why i believe this.          First, I think if you are reading, listening, or watching any of these things then dont read the part that is offensive to you. If you believe that it is offensive to you then why are you reading it? If you believe this is offending you then put it down and forget about it, you dont have to read or watch it. I think if you are reading or watching it, then it is at your own fault if you are offended by it.         When does anyone even write about offending things lately anyway? Like I said before if you are reading or watching or whatever it is then it is your own fault, @CAPS1 states that when one of you states you have been offended you just get rid of that thing and tear it away from our lives.Well it stops today I am writing today to stop the people who are ruining other peoples lives by getting rid of what other people like to do.           If you believe that you should take away our fun and pleasure of doing these things, then do it, but remember of what your taking away from those who like to read all of that.If you get rid of the books that keep us entertained then there will be nothing left on the shelves for any of us.          I have written in this newspaper of things that should be left alone.I have also written about if you do take away our simple things we like to read, just think about your taking away from those who read, listen or watch these things. Take in order of what I have said, goodnight.",4,3.0,train
677,3756,2,"There are many books, types of music, movies, magazines, etc. that are found offensive to people. Should they be removed? It depends. If something is so inappropriate or offensive then it should be removed.      Today, there are many books that teach or give a bad message. If I see one, I just try ignore it; I do not pick it up and read the back or take it home and read it. I know what I am allowed and not allowed to read. But does that mean I should take it off the shelf and throw it away because I'm not allowed to read it? No. As much as I would like to, just to prevent others from reading it, I cannot. It is sad that we have to worry about these things in the first place.     I think the area where the most offensive things are, are movies. There are so many movies now that have inappropriate scenes: bad language, scary scenes, etc. Some movies are not rated appropriately either. There is a movie out now that is rated @NUM1 and is extremely scary. I cannot imgaine watching this movie as a middle schooler; I watched it as a sophomore and was scared. I never would have though it would have been that bad because of its rating. Some movies for children even have inappropriate things; they might be hidden and the child not understand, but it is still there. Why does it need to be there in the first place? Is it that important? No.     Another area that is bad, are video games. There are kids who play them so much, all they think about is killing, guns, and war. There are kids who think of these things so much they begin to think it is cool to point guns and knives at other kids. Some do it in a joking way, but others do not. These things are dangerous and hurt people-mentally and even emotionally.      You go to a grocery store or a gas station and see magazines with inappropriate things on them. No child should see those things, but if they are there anyone is going to look.     Different genres of music @MONTH1 even send bad messages. There are some radio stations that, with certain songs, bleep out words like drugs and alcohol, but with other songs that have curse words, keep them there. I do not really understand that. Yes, drugs and alcohol are bad, but why isn't a curse word? Just saying the words drug or alcohol are not bad.       These types of things are very offensive to people. But is there really anything they can do? Not really. We all have our opinions and we can speak our minds, but sometimes we do not get want we always want. We cannot really do anything about this. Others belive it is okay to watch and listen and read these kinds of things, but with the things we read, watch, adn list to on a regular basis are what we think about. If you put bad things in your mind that is all you will begin to think about and it will become a part of your life",4,4.0,train
630,3805,2,"Censorship in libraries!Do you believe that certianmaterials, such as books, music, movies, magazines, etc., should be removed from the shelves if they are found offensive?NO!, I do not think they should be removed. I believe everyone is intitled to there own opinion, @CAPS1 if something is offensiv eto one person @CAPS2 @MONTH1 not be to another. No one thinks the same or has the same opinion about somethings thats why there is a variety of books, music, movies etc. If you take out the 'offensive' things, @CAPS2 @MONTH1 cause offense to another.People just need to stop being sefish and understand everyone is different and we all have different interests",3,3.0,train
1162,3397,2,"One person's strong negative opinion effects everyone else.  That doesn't seem logical or fair.  A library is a sanctuary for people to go read their favorite books for free, containing books from all types of genres.  There is a book for everyone in the library; it's a matter of finding it.  Therefore, finding a book offensive or unsuitable does not give one the right to take that privaledge away from everyone else.     Books have a way of putting our mind at ease, whether that's because it's an escape or measured on how enjoyable it is to read.  Books found offensive to one person could have a completely different impact on the next reader; some @MONTH1 even find the books relatable.  For example, if there was a scene that one reader thought was too graphic or horrific for other readers, there @MONTH1 be someone out there who would find this scene enjoyable because they can relate to it.  People who aren't capable of relating to such a scene would only find it as inappropriate and try to remove it from another's reach.  One person's opinion is not of any more importance than the next person's.     The book '@CAPS1' is a professionally written, fictional novel that has been praised for it's quality, hence the numerous awards won.  Although, this book contains a rape scene and numerous other inappropriate events that this woman was succumbed to throughout her life.  Even so, it is still on the list of suggested college level reads for @CAPS2 @CAPS3 @CAPS4 classes.  It is disappointing to think that people nowadays focus on the graphic scenes in a novel, versus the exceptional writing style.  If all readers were able to look past the surface amoung these scenes, less books would be contemplated on shelf removal.  One person's negative interpretation of a novel effects everyone else's right concerning the censorship in libraries.     Readers are fully warned beforhand of the maturity of the contents.  The books are ranked, critiqued, summarized (back cover summary), and even sorted in a library.  If one finds a book offensive, look in a different section.  Books are sorted by genre for that reason as well; different genres apeal to different people.  This applies to the maturity of the reader as well.  Books are sorted according to what appeals to what age.  If you find a book offensive, instead of having it removed from the shelf altogether, look in a section for younger peoples, or a different genre completely.  If someone finds the book offensive, the fault is not of the book being there, but of the person being in the wrong section.     The main problem concerning book censorship in libraries is not the content, but how the interpretations differenciate towards such content.  On this issue, the other readers' opinions on specific books being removed are being significantly overlooked.  For one to complain about a book's contents automatically give someone else the right to protect the book's contents.  For libraries to remove books in order of censorship is viewed as favoritism and is completely against the rights @LOCATION1 has stood for",4,3.0,train
1464,3630,2,"There are numerous books and movies which are deemed not appropriate for younger audiences. By marking movies with a rating, and marking books with a specific age group, it helps categorize them.      In our public libraries, all books and movies are settled into one place for everyone to have the ability to check out. There is the ongoing discussion on whether these should be available to everyone. If a child were to check out a book, and it happened to be rated @CAPS1, the parents would most likey become upset with the library for giving the right to the child to check out a rated @CAPS1 movie. There is also the instance where a parent would have the child check out a specific movie with a @CAPS1 rating. In which the library would be harrassed for not letting the child check it out. Furthurmore, should public libraries let certain age groups check out movies/books which are not appropriate? The logical answer concludes to no, they shouldn't. If a child can not see a rated @CAPS1 movie at the theatre, why should they be able to check them out freely at the library? Public libraries should invest in a way to keep underage kids from checking out inapropriate materials. By simply having their age on their library card, there would be a lot of misunderstandings taken care of.      Our public libraries should take it into their own hands, by changing their censorship. It would give them a better name, and give our children a secure place to gain access to these matirials.",3,4.0,train
865,4055,2,"Most of us have had times when we are really into a book or magazine that we are reading, and all of a sudden we come across vulgar language, pictures, or activities that are not suitable for us. Why did the author have to throw this in the book? Why didn't the back of the book tell me that there was offensive behavior in this book? Why is this magazine in the library with risky pictures? It @MONTH1 even make some people not interested in that specific author anymore, or quite possibly persuade someone to stop visiting that library. Certain materials in libraries should be removed.     The first reason certain materials in libraries should be removed is because it is not suitable for children or even young teenagers. Let's say your child is at the library and they pick up a random book to check it out. Turns out, the summary of the story on the back is actually about college kids partying and participating in illegal activities. Your child on the other hand, does not read the summary and just wants the book based on the moral of the story, interesting cover, and critic reviews. If your child reads that book with vulgar language and illegal activities, you are most likely going to be upset.     The second reason certain materials in libraries should be removed is because the books and other materials with offensive material can be placed in book stores, instead of the public library. In that case, parents can feel more content with having their children read any material at the library. Adults and older teenagers can still have their material choice, they will just have to take a trip to the bookstore to find what they need. They @MONTH1 not get to check out items for free like at the library, but it will be safer for the children and young teenagers. Not to mention, the people who respect their morals too much to read offensive material.     The third reason certain materials in libraries should be removed is because the library should be ordered to state on the back of the book, magazine, movies, etc., in any way they choose, if the book contains anything that @MONTH1 be taken as offensive to a reader. That way, if someone is questioning the summary of the book, a risky title, or cover illustration, they can flip to the back to see if it will be tolerable for them.     Libraries should remove certain materials from the shelves. It will create a more civil trip to the library. No more worries about accidentely coming upon a sentence or chapter in a book that is against someone's morals. Or flipping through pages in a magzine and seeing a picture that offends you. Libraries will contain safe books for all ages, while bookstores can have the pleasure of having offensive material on their shelves. It's a win win situation.",4,4.0,train
1312,4262,2,"Lots of people come to the library to check out books, music , movies , and other things for entertainment. Mainly children use the library more than any other age. The library is a place where you can be humble and relaxed. No one wants to check out thinks that are offensive in any type of way. Not even books that will influence bad things. Therefore certain things shouldn't be allowed to be checked out in libraries.     Certain movies shouldn't be in the library. For example if a  child go to library they @MONTH1 see a movie that contains sexual activity and decided to check the movie out. The kid @MONTH1 be  underage and the movie would be considered inappropriate. The child @MONTH1 get in trouble by there guardian. In reality it would be the librarian's fault for letting the child check the movie out. That is why the movies should be censored.     On the cover of many magazines women as well as men bodies are exposed.That @MONTH1 cause children to be attracted to the magazine. They @MONTH1 even decided to check the magazine out. Children are influenced by the things they see. Seeing naked bodies would be considered setting a bad example.      In today's world all children listen to music. The music you listen to has a huge impact on your life. The music in libraries should be censored. Libraries should have music that encourage you to go out and be something in life. In my opinion only influential music should be able to be rented out.     Reading is the key to success. Libraries should have books that will help you increase your vocabulary as well as educate you. Not the books that will talk about sexual things or even make you wonder about sex. Libraries should only have history, math , and educational books.     In conclusion everything in the library should be censored. A lot of children use the library. Therefore it should be age appropriate. No child needs to be put under a bad influence. Certain thinks should be removed from the shelves to keep down less confusion.",4,4.0,train
1564,3927,2,"Dear newspaper editor,      @CAPS1 I am writing to tell you about the censorship in the libraries of @LOCATION1. This doesn't seem like a big problem to some, but a very major problem for others. Censorship has removed books, music, magazines, movies, and other things, from the shelf of local stores and libraries for being offensive to the seller or workers.     Its not what some store owners or library owners like in some cases, but its not about what they like. Its about the people in general that have a certian intrest towards that subject. Some people have even removed the @CAPS2 from local library systems.      Does it even matter what the owner wants to sell? In most cases, no. The belief in a religon or even a book, magazine, or movie that had one small comment about; sex, drugs or alchol is removed for just that. If we remove everything about any of that, the only thing left @CAPS3 be childrens books. Some people @CAPS3 find ways to get those censored as well. We @CAPS3 become illiterate without books, magazines and other things of that nature.     Theres even an account of a person being fired from there job for reading a magazine on there break at work! What happens if we all listen to another person that wishes to remove a book off the shelf? Then another and another, we @CAPS3 have no books in our libraries or stores.      This censorship is a major problem, very few people really care about this subject. Most think it should be done to most items, some think we dont need to censor anything, as we are a free country.      So newspaper editor, please question yourself, ask yourself, '@CAPS3 I like to have all of my favorite magazines, books, and movies gone forever, never to be seen again?' Then everyone will know the answer.",3,3.0,train
314,4102,2,"I believe that the children of today should be able to read, and learn the same things that our parents have learned in the past. Learning things through the same teachings, books, movies... etc.      Learning things this way would be better then taking out cussing, swaring and certain detailed writing, because if you took all that away its like lieing about history, and what really happend.     Should the children of today be deprived of the truth? Would you want your children going to school everyday and learning things from a text book that were twisted around just so that it was apropriate and non offencive? Think about it... Were you deprived of learning history when you were in school? I didn't think so, so why start now?     Say your child is going to be reading '@ORGANIZATION1' in @CAPS1 class today. Would you want to ruin a classic book by taking the '@CAPS2' word and the word 'slave' out of the book? Depriving them of how there use to be slave owners, slaves, and racial comments? Depriving them of actual history? Would you also deprive them from learning about wars, revolutions, and mass killings just to make learning apropriate?     No. I wouldn't. I would want my children learning anything and everything about world history. I do not think that there should be censorship in libraries",4,4.0,train
121,3358,2,"People see libraries as a good place for knowlodge and just an information place, many people like them and some dread of the fact of hearing the word, '@CAPS1'. To be honust I only know a handful of people who use libraries in my life as a source for information now days but; Can some information from libraries be offencive to others? The answer is based by your own opinion to be quite honust, but yes I think some iformation that can be picked up from your local @CAPS1 can be rather, disturbing 'per say'.  Theres books and information that you wish you would have never picked up in your whole life, then again thats everywhere.     Now music and movies etc. is sort of the same way, some @MONTH1 not agree with what he/she picks out and you know they might be interested in. Can it be offencive to people? The answer is of coarse it can, but because people will be people. You @MONTH1 not agree on something, but your friend might think entirely different from what you are thinking, everyone is titled to their opinion on anything, well normally. Now if they have graphic movies or explicit music on the shelf where your little son/daughter can just grab, I could see that as a major issue.     Some parents do not want their children listening to that music at such a young age, even though the way things are in america your child will hear or see those things, it's life. If that is the case where a five year old can pull a graphic movie or a cd that a parent doesn't want them to see or hear, then I do'nt nessasarily think it should be banned from the @CAPS1. I believe it should be handled well mannered and it should be moved, to a not so easy reach to a five year old. These are common arguements people have, about many places and about simular disagreements.      Yes, I agree some things found in a @CAPS1 can be found offencive to some but my answer stays as, 'No' it shouldn't be removed unless it really is that offencive. If there is something that offencive in the @CAPS1 and mutiple people find it offencive in the community, I would take it to the people in charge of the local @CAPS1",3,3.0,train
1279,3326,2,"I believe that indeed certian books sould not be on libraries shelves. And some people @MONTH1 feel the need to remove books of their choosing but, I also say that if the library sees it fit to put such books on their shelves that is their problem. I believe that if you do not like the books then stay away from them. Now if the books are only meant to be seen by adult eyes then, yes by all means remove them. I personally know parents that would not allow their childern to need a book just because in the review they read the main characters kissed. I find it rediculous, but that is the way they parent their kids. And as long as they dont take it upon themselves to force they parenting methods on to libraries and other learning places just because of the books I am fine with it.      I find that some people see books on slavery and the holocost and such topics to be offensive. I see those books as our history, those topics are taught to us in school and we will most likely hear about such things as we grow up. What is the difference between learning about them now and learning about them as a adult? People seem to be trying to shield the world from thing like swear words. Why? If a book has a few curse words oh well, tell your kids to stay away from it if you think its bad. But, do not take it upon yourself to remove that book from our library. People have different views, we always have and we always will. If a parent feels so strongly about a few books get a postition and get signatures saying that these books should be removed or atleast moved to a different part of the library. Do not force your thoughts on some one else",3,3.0,train
1163,3632,2,"No, cause if that is the case evry  book you read could be offense to somebody. If they think the book is bad then don't read it.First off a book should not be banned from a libary.It is just a book.Second the only reason they would want to band a book is because people like to start drama. Third reason every could be offense to somebody.          First off they should not band a book just because people don't like it.If your child read an adult book that is good for them, for reading those big words.And if they just happen to see a naked picture it is not the end of the world. I bet it is not the first and it won't be the last.     Second some people would try to band a book just to start drama. They know it will cause a lot of crazy things with the author.     Finaly If they band books for being offense then they would not have a libary. Cause any body says something is offense.In all they should not band one book.",3,3.0,train
907,3571,2,"In society today, people take things in very many different ways. So things that might help one person, @MONTH1 offend other.      In libraries, there are different kinds of books; fiction, non fiction..(etc). So if you dont like a particular book, maybe you should try looking in a different area. I do not think books should be removed from the shelf because the book has offened a few people.      We are blessed to live in @LOCATION1, where we have freedom of speech. So authors have freedom to write what they would like to. They work long hard hours getting a book ready to be published and then someone wants to take it off the shelf becasue it offened a few people? I do not think that is right.     '@CAPS1 man's junk is another man's treasure.' I think this quote goes along with this topic very well, because the book @MONTH1 not mean something to one person but it @MONTH1 mean the word to someone else.      You never know what people @MONTH1 need to hear. Maybe an alcoholic is at a point in his/her life and is ready to change, and someone has a book about a recovering alcoholic. Now, this kind of book @MONTH1 offend a few people, but it @MONTH1 save a family, a friendship or maybe even a life.      Take @CAPS2 @CAPS3 for intance, her journal is now a book. Now this @MONTH1 offend a few people that might have been thereor maybe don't like @CAPS4 @CAPS5, but her story has the right to be told. Yes, there is violence in it, and i understand that maybe you don't want your @NUM1 year old to hear about how they use to treat @CAPS4 @CAPS7 women, but the story has the right to be told, and should be told.      I do not think that the librarian has the right to take a book off the shelf at the library, just because it has offened a few. There are lots of different kinds of books, if the books you are reading offend you, look for a different type of book",4,4.0,train
1488,4118,2,"@CAPS6 are many books out @CAPS6 that, if looked into, have something obsene or vulgar in it. Despite the fact that children of certain ages probably shouldn't be reading these types of things, the book itself should not be banned from the shelves of libraries.      Authors write or type every word for a reason, whether happy or sad or vulgar. @CAPS6 is a reason the author wants the reader to read these 'offensive' things. Everything you read in a book is @CAPS6 because the author wanted you to read it, not to just put it @CAPS6 to fill in or to be nasty. I agree that children shouldn't read these books with that kind of material in them but that doesn't mean take the books down. The library where I live has sections for children, teens, and adults so that @CAPS6 is no confusion or concern of the content of the book. You have to be of age in order to take some of the readings home. I personally think that this is a great idea and will comprimise both sides that don't want their kids reading these books and those who want to read the book without getting rid of anything. If the latter was taken in to effect though, some of the classic and prize winning books would be taken off the shelves, such as To @CAPS1 a @CAPS2, The @PERSON1, @CAPS3 @CAPS4's @CAPS5, and much more. Such harsh actions aren't neccasary when a much simpler and more effective way to be accomplished.     Although offesive material is a concern for children @CAPS6 are much better ways to have it so they can't read them until ready. No book should be taken off a shelf for its content.",3,4.0,train
57,4560,2,I do not really read books. I think that offensive things sould be tooken off shelves because there could be a sene if they are'nt. There are many people who will fight if they are truely offended and it is not a pretty sight.,2,2.0,train
1236,4355,2,"The common phrase 'knowledge is power' accurately paints the situation at hand. Through censorship in libraries, which are meant to allow free access to all media-related materials, we take away the opportunity for people to empower themselves through knowledge. The reasons for not censoring media in libraries are numerous and include, but are not limited to, unconstitutionality of censorship, the lack of proper definition for 'offensive', and the contradiction censorship poses to the core of what a library is.      The first, and most blatant, reason for not allowing the censorship of materials in libraries is the unconstitutionality of the matter. Freedom of speech and freedom of press are both protected by the constitution upon which our country was founded. Censorship of said materials will effectively undermine both of these rights. Authors, illustrators, journalists and the slew of other individuals who compose the materials available in libraries are exercising their right to free speech through their works. They are constitutionally protected in the things they say. Notice that @CAPS1 have a right to free speech and not a right to free speech so long as no one is offended. The freedom of press is the means by which they share their ideas and concepts with the world. They are utilizing their free speech by means of press. Censoring library materials would be limiting the means by which artists can share their ideas with citizens of the @LOCATION1. This would be a clear failure to uphold the rights of the citizens. For this reason, we cannot censor libraries.      The constitutional concept of equality of man plays into the situation as well. There is no adequate legal definition of 'offend'. People could be offended by something as serious as a personal attack on their beliefs and personal entity or something as light as a personal distaste for certain mindsets and ideas. So, because all men are equal, we would have to respect the 'offense' taken by all people and to all degrees. This leaves every single work of art, whether it be a book, movie, magazine or any other form provided by libraries, open to the fickle definition of offensive and vulnerable to the personal feelings of every individual. If said offense taken by individuals to works is able to mark a work as 'offensive' and thus make it open to removal from libraries, we are effectively allowing citizens to undermine the rights of other citizens. This is something that cannot be allowed in our libraries.      The final core issue is the essence of censorship versus the essence of a library. Censorship is meant to create a politically correct and non-offensive environment through the limitation of exposure to materials. Libraries, however, are meant to allow public access to works that stretch and challenge knowledge, beliefs, notions and all ideas held by people through the works of others. Censorship cannot be implemented without a clash with the essence of a library's purpose. If censorship were to be enacted, a library could not provide new information if someone else did not like what was being taught. A library could not provide works that challenge and stretch individual beliefs if someone was offended by the means by which the stretching occurred. Pre-conceived notions could not be defeated with the presence of factual knowledge if someone did not like the truth. In all of these ways, and many more, a library's core ideals and purpose could not be upheld with the induction of a system of censorship.      All in all, we can see that censorship could only hope to destroy the system libraries abide by. The constitutional rights of citizens would be infringed upon, the fickle nature of humans and the lack of definition for 'offensive' would allow people to undermine the rights of others, and the essence of what a library really is would be ravaged. We cannot, as @CAPS1 with rights, employ a system of censorship",6,4.0,train
506,3608,2,"Well do you think that every book you read, every movie you watch, and all music you listen to is offensive. Who can say what is offensive to everyone? Who can tell you what you think is offensive or not? How can you be your own person if people are making desisions for you about the books you read, the movies you watch, and the music you listen to? I'm going to tell you about why I think that no certain materials such as books, movie, music, magazines, ect., should be taken off library selves because someone finds them offensive.      Who can be the ultimate decision maker in deciding if something is offensive to everyone? Everyone has their own meaning of offensive. Everyone thinks that different things are offensive to them. How can you say that one thing is offensive to one person and is also offensive to another person?. I think if one person thinks that something is offensive to them that is ok, that is their own opioion, but maybe the next person that walks by and see's the so call offensive material will love it. You should not be able to make someone elses decisions for them if they want to read an offensive book, watch an offensive movie, and or listen to offensive music that is their chose not someone elses to make for them.       If every peson took a book off the selves that they thought to be offensive then we would not longer have any books on the selves. Some people think that certain music, books, and movies are offensive and other people think that the books, music, and movies are cool and interesting so what do you do then? I have learned over the years that not every person will agree with your opinions on everything and you won't agree with them but yet you both still have your own opinions. You both are allowed to decide what you do and dont like. You both get to choose what books you read, what movies you watch, and what music you listen to. So why should we let anyone stop us from being ourselves?     You can never say that anyone thing is offensive to everyone because no one person can be everyone. You can't talk for someone else because everyone has a voice for themselves. So do you think that every book you read, every movie you watch, and all the music you listen to is offensive? well you @MONTH1 not but someone else somewhere is trying to take that out of the libraries because they have a negative opinion about it but is that fair?",4,4.0,train
116,4400,2,"Billions of books float from shelf to shelf each day: fictional and nonfictional, horror and comedy. Writers reside in every part of the world composing works from complex life experiences to simple dreams. Being an author, who has the right to freedom of speech, story plots become to have endless combinations. Every reader seeks out a different style.          Libraries contain books that tower to the ceilings, any kind, every kind. Books are divided into their individual sections according to truth, kind and cover, each category holding about four options. The necessity for censorship should never be an option. Writers compose for all sorts of people. For some to say what's 'right' or 'wrong' is not a legitamate reason for a piece of work to be removed from a shelf. If, perhaps, more books had ratings such as movies do, an @CAPS1 @NUM1 cubicle could be created instead of allowing young people to have access to such vulgarity. Taking away the enjoyment for some readers, however, is unethical.          Whether pertaining to books, music, magazines, etc., censorship is unnecessary. Those who compose the entertainment should not have to worry about the content of their expression and/or interpretation. If the worry is concerning youth, parental guidance should be in affect. Resulting in cancellation can affect those who relate to the source so it's important to consider all options. To each, its own.",4,4.0,train
