,essay_id,essay_set,essay,domain1_score,domain2_score,split,llm
1519,3591,2,"Offensive or @CAPS1?     Who can truely say a book, movie, music, or magazine is truely offensive. There are some of the obvious movies that completely make fun of or taunt someone's personal views as a religion or lifestyle but is a book about a wizarding world really that offensive?     While growing up I had a friend who was very religious. Her parents would never let her read the @ORGANIZATION1 books by @PERSON1. At the time I didn't understand why she wasn't able to read such fantastic books. Now that I'm older I understand that her parents believe what is in 'The @CAPS2' and nothing more. Make believe and imagination was @CAPS1 a suitable thing fpr their child to read. For many families, though the @ORGANIZATION1 @ORGANIZATION1 series is nothing but a different world in which they can set themselves free from the real world. Should a book that many people love and adore be taken off shelves because some families are offended? I personally don't think they should.      While my family loves the books and movies some families don't. That is their lifestyle and their opinion. Everyone has an opinion, and if we took out everything in this world that could offend someone we would be left with nothing. Movies would be boring, stories would @CAPS1 be interesting, and there would be no music.      If our world was based off of the opinions of others and making everyone happy we would @CAPS1 have music. Music is a way for someone to release their soul. The different sounds of music are based off generations. My mother's generation was based on @CAPS3 @CAPS4' @CAPS5 and mine is of @CAPS6, @CAPS7&@CAPS8, @CAPS9. So what would really happen if all the offensive materials were taken off the shelves of a public library or say a @ORGANIZATION2. The shelves would be blank. Empty shelves would be a horrible look.      Everyone is offended by something. I'm offended by the rape scences in movies but some people believe in some situations it makes a movie better. My friend's family is offended by the make believe world of @ORGANIZATION1 @ORGANIZATION1, and I believe that some where out in our world there is another world, a wizarding world as a matter of fact.      People believe in many different things and like many different things. I've never met one person who is exactly like me, because there is @CAPS1 one. I'm an individual like everyone else and if the things I liked were taken off a shelf because someone was offended then my life would be boring because I wouldn't have the things I enjoy. In some cases some offensive things should be taken off shelves but who am I to say it should be, because there is someone out there who believes it should be on the shelves of @LOCATION1",3,4.0,train,Score: 3
1520,3924,2,"Are some materials, such as books, movies, magazines should be removed from the shelves if those things are found offenisve? There are some things in books are movies that are offensive, and that other younger adults shouldnt watch or read. Reading a book also says alot about certain topics that are offensive. But at the same time can you learn from these things such as finding it in a book or seeing it on tv.     So I dont think that certain things that are found offenisive should be taken off the shelves, because people should learn off of these things. Some people have a hard time understanding what's right and wrong in life, because their not getting the full effect in life and what it is meant. The problem I think is people @MONTH1 not think certain things are offensive because they might not know what it mean. Movies on the other hand has a different side of the fence. Movies can affect someone, especially someone who is very young. Those children can look what's on tv and copy exactly what they are doing. They also @MONTH1 be a role model which is not always good for some people.     Another thing is that music plays a big role in someone's life because there is sad music, loving music and also violent music. Music can define a person. For example if you are listening to a sad song, you @MONTH1 feel sad or depressed. Or a person listening to hard and violent music @MONTH1 feel upset or angry. Certain music that peole listen to can define who they are. Especially when i had said it determines what kind of a mood you are in. I think when people listen to the music he or she likes, it defines who they are, it shows what kind of mood there are in.     Secondly, magazines are an advertisement. It shows everything, it tells you stories. Just like in the movies if you see it, youre going to do it. But magazines are different, they show like the styles, and life stories of others. When you see things you @MONTH1 want to do things just as the what the magazine. Usually when you look in a magazine you usually see pictures so its not as big of effect as the others such as the music and movies. They more likely describe things.       Books on the other hand are similar. You can learn what's in a book just by reading it. So if a person @MONTH1 read something about voilence he or she @MONTH1 think it is right to do so. Even if that particular book is telling you what's right about the topic. So no I dont think that some books that are found offensive beacause only that person or indvidual can learn what being offensive is. So keeping these types of books @MONTH1 help other people who are readers.",3,4.0,train,Score: 3
1521,3339,2,"There are so many books and magazines, music, and movies to be discovered in this world. Some are funny, sad, wierd, scary, etc. And then there are some that are questionable to others on wheather it was even nessecary to even put the the material on the shelf of a library in the first place. I for one am not one of those people who would question a book, magazine, movie or music. I believe that everyone's voice needs to be heard somehow and if we all take a voice away that we do not like, then we will lose a lot of voices.     We are all entitled to our own opinion. When it comes to some things some are more opinionated than other, but in the end we all have something that we feel strongly about. There are some people who want to express their feelings with the whole world with people that understand and agree with what they feel. If we take that away from people, then how will we all connect? Some things @MONTH1 come across as offensive to others, but who has the right to say that something should not be shared with the rest of the world. I have observed that when people have the same interests in things like music, books, or movies then it gives people a way to come together and talk about something. I have witnessed at concerts everybody seems to connect because we are all there for the same reason, to see the band or person that we all like to listen to. Everybodys different and likes to have their own personal preference on something. Like Katherine Paterson once said, 'But if I have the right to remove that book from the shelf-that work I abhor-then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any of us.' I think she was trying to say that if we all take a book off the shelf that we do not think should be on there, then there is going to be nothing left for anybody to read. Then what will we do?      Theres such a variety of materials that are needed to be discovered wheather it is a book, music, or movie everyone has their own special type that they enjoy. I do not think that censorship is a good idea for any sort of material on a shelf. Theses materials are what keep people connected with each other. I think it is very important to not censor anything because it does not just give the writer a voice, it give a voice for the people that agree with the material of the book, movie, or music",4,3.0,train,Here are some key observations
1523,3477,2,"I think that all books, music,movies,magazines, and anything thats offensive should be took off shelves because @CAPS1 are lil kids that read books and they dont need to hear or reed offensive things. But at the same time for the peope that do wanna hear or reed things like that then their should be a area in the librarie for materials like that.                    @CAPS1 are all kinds of libraries that have offensive books,movies,magazines other reasons they should take offensive materials off the shelves because it could be racist or just offening certin things and people don't wanna see or reed about white people hating black people or black people hating white people or any type of racist things. It shouldnt be alounded because it can hurt someones feelings.                  I have my own observations with reading some books from my school librarie and have came acrossed some words that was offensive. like in some books they use the word nigger and since im black it's offensive to me i know that they are not saying it to me but they still say it and it kinda touches me in a way. Im not sayin that it is offensive towards all people but it is me so the way they could is like i said instead of having offensive books out on shelves they should have one area where materials like that could be found in stead of having the material where childeren  and other people will get offened.           The last thing i wanna talk about is that for childeren and other people they dont wanna see nasty things that are in books if i had a kid i wouldnt want my childeren too c nasty things that could be offensive to. @CAPS1 books also that talk about drugs and people dont wanna hear or read about that it. but @CAPS1 are some people also that do wanna see or read about things like that like older people they have diffent point of views about things so thats why again @CAPS1 should be one area in libraries for materials like that.     In conclustion i think that @CAPS1 should hear me out and take in what i have to say because the material thats are in books,music, or magazines can be offensive to anybody any race could be offened by what they see or read so again @CAPS1 should be a place in libraries for that",3,2.0,train,Here’s the breakdown of
1524,4138,2,"What would you say if your library  was censored? Would you believe it would be right to have a censorship at the library? Well I am here to explain my belief's on censorship in the library.     My opinion is that there should be some items being censored, but we dont want to punish everybody just by taking the books off of the shelf completely. If i was an adult I would not want my child renting very graphic books, magazines, etc. but i wouldn't want to block his whole life. There can be different censorship on individual people too. An idea is to have a parent come in to decide what type of censorship you can put on a child by putting this on his or her library card.      The censorship would be a great way to help parents watch what their children are reading and watching. A good suggestion for this is what i just brought up, a personal censorship. This would keep the child from reading too graphic of novels for their age and it would not offense the parents. Also for the rated x magazines, movies, etc. i believe they shouldn't be took off the shelf and just moved to a different area that is secluded. This can be offensive to parents when they bring their children in, so move it to a place where children cannot have access to this area.     The censorship on books can also be completely outrageous too. Alot of books have graphic parts in them but yet are also a great read and can have great morals to learn. Graphic parts of the books are like the graphic parts of our lives, it's going to happen no matter what and we can't get away from it. Let the child, teenager, or whoever it is read the book if they are mature enough to read this and don't take it off the shelf. Just because it is offensive to some, others want to read the book too. You @MONTH1 please some with this idea but you will also anger others with this action.     Another point to get across is the library is also censored a little bit too. The libraries are organized into section by categories of books. Some books are categorized by the age level they are intended for. Once you get into the actual novels it isnt much like this but for younger ages this is the case, which people can see it work as a censor in ways. When you become to the higher reading level, you are most likely going to be old and mature enough to pick what you think is right to read and what is not.      With all this being said, there really doesnt need much censorship in libraries. Unless you have the personal censorship on the younger ones. There is no need to punish the ones that did absolutely nothing wrong to the community and to others when all they want to do is to simply check out items at the library",4,4.0,train,Here are some key observations
1526,3400,2,"People @CAPS1 Offensive by Libraries         I think that libraries are sometimes offensive,but not all the time. It  all depends on peoples different beilfs and thier culture. I can see where some things in the library are very offensive and where somethings are not offensive. I believe parents are more offended by things in the library ,because they don't want their kids to experience these things that are not the childs age. Movies that are at the library @MONTH1 be offensive ,because if a parent rents a moive for their child and gets home and puts in the @CAPS2. Then finds out that the moive they wasn't a kids moive ended up being an adults moive.           Parents who don't want their kids to look at inporatiate  things should not be suable for their childs age.One way to sovle this problem is to keep a eye on their child and make sure they don't go anywhere esle except the childrens area. This would sovle so many problems if parents would actually follow through with this it might work. Some parents bring their child up they way they want to. Also the parent or parents teach their kids that they don't need to go in any other area expect the one they are suppose to go in unless their parents tell them otherwise.       I do get offensive sometimes when I go in the library, because they are some people who thinks it's funny to look at things just for fun not for any purpose. They make a big deal about and I don't like when people do that ,because it makes you think of the library as not such a place you wanna be at. If i was a person who got offensive by something that was on the shelf at the library I would pass it up and not pay attention to it. But some people would tell the people who are running the library that this certain thing on their shlef is very offensive to me and bothering me.      If I had an issue with the library for some certian reason I would complain. Because complaining will more than likely do something about it. Instead,of not saying anything it won't get done or change it so it's not offensvie to others. I would let  them know how I felt about a certain product in the library in a soft and calm manner. When you complain about something might as well complain in a nice way, because if you do then that person you are complaining to will be nice back.     I know that everyone is not the same and feel the same about everything. But one thing is for sure is to keep on living life and don't let simple things about a library product offending you or bother you.You could not got to the library anymore if it's a problem or ignore the image that is offending you. There are so many ways to handle a situation like this it's just how you handle it. One way is to be respectful to people and people @MONTH1 be respectful back. Your attitdue has a lot to do with telling someone that something is offending you. If you can't get anywhere that way then just forget it and move on",3,3.0,train,Score: 2
1527,3900,2,"I believe that there are certain movies, music, and other things that are bothering parents. I would not whant my kid listening to music that has a lot of things that can teach you wether if its write or wrong, I would check the kind of music my child listens to to see if they are bieng tought bad things. I believe that there are some movies that are to violent for anyone to see, but this is a free country which us regular average people will watch any way. There are movies made for adults, but how many adults let their kids watch them to. No matter what they make there will be people who dont like what they see or they know somebody who didnt like what they saw.Some times there are people that dont like what they hear, or knows somebody who didnt like what they hear'd in music or on the television.  There are times my mom here's something on t.v or music and said turn that of. my friends all listen to this music that i dont think amounts to nothing but the production of inmates, and other wrong doings such as, gangs, fights, shootings, and jurry trials. there are things on the market that has an error of a certain group who might like action movies. Well there are kids out there learning those things they saw, and they are trying to do what they saw, becuase they think that it will make them look cool. There will always be things that peolpe do not like and will never like. I learned that when I was young, just like most young kids have. I think the biggest thing that sell's, is the dramma, action movies, and the stuff that parents will like. Very little of baby movies, and baby music. But what can you do about that? I like most of what I hear, and see. I have always thought there was a lot of violence, and picture shots, and things about drugs that just should not be on national television to teach the young.This is what I think.",3,3.0,train,Score: 2
1529,3083,2,"Do you believe that certain things need to be taken off the shelf that's uncensored for my children to see.No, I honestly do not because the library shouldn't have no uncensored things put up on the shelves that our children might not see.Cause the staff shouldn't let the children in that area without a parent were the uncensored books, magazines, movies, music and etc.      But it's know ones fault because the media staff that works in the library shoudn't allow the younger kids to go in that area were those things are unless their guardian are with them. Unless they allow them in the area were the books, movies, magazines, etc.The kids should have a certain part of the library were they can take books from that's inappropiate for them.     There's alot of books that children shouldn't be able to read but they read anyways without adults permission.And yes their some books,that's not inappropiate for the little ones and the big kids.Thing's like that is offensive toward the parents how the staff just let them read in see things like that in the parents wonder why, an how there children learning things like that.     Certain things should be posted for things that kids shouldn't be able to see an read and do.And yes I have the right to say something to the staff for letting my child read, see things their not suppose to see.They know those things not appropiate for them so why would they let them watch or do or see stuff like that.     My conclusion yes I think certain things that don't suppose to be were they suppose to be for young children to see.That's not right to let them see things like that. So that's why I'm writing this essay to the newspaper arguing on whats right for allowing them to see uncensored things they are not to see",3,3.0,train,Score: 2
1530,4144,2,"I believe that certain materials should not be removed from the shelves in a library.  Libraries are meant to provide people with the varities of media that they need.  This action will pose three things: business loss, inconvenience, and a narrowing of people's book selections.     The first reason why libraries should not be censored is so they will not lose business.  Just like any other industry, libraries need people to use their multimedia materials, such as: books, magazines, music, etc. so they stay in business.  The purpose many people go to the library is to get certain magazines, or movies, and so forth, and to get rid of certain movies and/or magazines is getting rid of certain cuatomers.  Another reason is the loss of business will lead to loss in customers, and if there are no customers to check out multimedia materials, the library will be closed down.  No one wants their library to be closed, so libraries should not be censored.     Also, parents, instead of having an entire library censored, censor what  children get from libraries.  One way is to get the local libraries to participate in putting restrictions on the cards of young children.  For example, if a thirteen year-old child wants to check-out a movie that is rated @CAPS1 they would not be able to.The restriction on their card could be to rated @CAPS2, or @NUM1 movies.  Another way is to have an adult monitor what the child gets from the library.  For example, if a thirteen year-old child wants to get @NUM1 movies,  only allow them to get like one at a time.  This will lower the risk of offending a parent or guardian.     Finally, there would be nothing left in the libraries.  One reason is that out of all the books in the library, i'm sure at least one person is offened by each one.  Does this mean that every library should close its doors?  No, of course not, this just means that if something offends someone from their  local library, stay away from it.  Don't check out that book, movie, magazine, etc.  A second reason is do not go to that library if the material in it is offensive to people's beliefs or religion.  Libraries offer many things to help people in enriching their knowledge about a certain belief, so they should not be censored.     Sometimes what is considered offensive to one person, is essential to another.  In every book of every library their is something that people most likely think should be censored.  But they must come to understand that those same books help people tremendously.  Those same books transform lives, and are read to improve their understanding of something.  So never will I think that the library should be censored.",4,4.0,train,Here’s the breakdown of
1531,3930,2,"To censor, or not to censor? That is the question. I am positive that there are a great amount of different views portaining to this topic. Everyone will have very good points on either using, or not using censorship in the library. Although this is true, I believe that there are many more valid reasons not to use censorship in libraries. First of all, how offensive can library material truly be?     I do not believe that is very offensive at all. There will be movies and material specifically designed for a mature an older age group. This is fine; if the person choosing the material is of age then he or she should have no reason not to choose advanced material. A mature person will not want to read elementary books their entire life. Sooner or later, they will have to be intruduced into the real life. It would not be beneficial to them or society if they are sheltered their entire lives. Also, if the person is still a child, there should be no reason for a child to choose the older level of material. There @MONTH1 be times when he does; however, this is not a problem because all the parent has to do is explain to him that he is not of age yet. This is an easy fix. As I said earlier, ther is no reason we all need to read the same thing.     Variety is what makes libraries apealing to the customers. Who would want to go to a library with all the same books? I myself would not. Within the library, there are sections specifically just for children. If all the slightly offensive material was to be taken out of libraries, that would eliminate a large portion of the customers. Also, this would discourage writers from even producing thier material; thus hindering their income and motivation. We have freedom and choice in @LOCATION1, and I feel this would go against @CAPS1 values if they were to induce censorhip in a harmless library.      No one is perfect and we all make mistakes. However, we can also improve and learn from them. If a person does choose an inapropriate book, they will most likely learn and improve from their mistake. We have a choice about what to choose when we go into the library. I believe if not all, the majority of the time we make the right choice.     Libraries are a supercenter of learning and information. This would not be true if certain portions of information began to be removed. I have had many worthwhile times in the library and was never once harmed or offended. Libraries are here to help and not to hinder our learning. I am most likely not the only one who feels pleased with the way libraries are now and feel no need to change what is good",3,3.0,train,Here’s the breakdown of
1532,2982,2,"In life you have the 'offensive things'. The little stuff that gets under our skin and eats away at us.  No it is not easy to get over ,but these things will make you stronger. Sometimes there are books, magazines, music and movies  that offened us. The only reason why we get offensive is because the subject either reflects our personality, or our life. It's not the authors fault, they write what they feel and what is the truth.          Okay, so libraris are full of book's, movies, music, etc. You can't just take books off the shelves, just because they offened you. Other people @MONTH1 like the book you hate. There are more books in the library you can read.           Another reason people shouldn't remove offensive material out of the library; it will hurt whoevers' company got the book published and also the writters. Writters and publishers would lose so much money because the library sells' there books,magazines, movies. They make thousands of copies of thier product, which takes money. So to make thier money back ,they sell to thousands of book stores.           Must of the offensive material will open the worlds eye's. Everybody needs to see whats going on in the world. Books, newspapers tell the truth about a subject. Now the writters intent is'nt to hurt you but to help you. Why cant the world be more open?          I know in my own life i have read books that at first ,the book offended me. I would get so mad, i would put the book down and walk away. But then,my eyes would open and finaly it hit me.  The offensive part out of the book helped myself relives a new understanding. The views i used to have would be gone. It is strange how you finnaly open up, and your life changes.     Some people might even find this paper offensive. But if nobody is stepping on your toes, and getting under your skin you wont ever change. Offened is a word used lightly; yes, people use it a lot but do they really mean it. Some people need to use 'well this book bugs me'. Stop being about yourselves and get over it. Life is to short to worry and feel offended.      Every single book, magazine,movie and music needs to be left alone. Those materials @MONTH1 reflect other peoples life and help others with thiers'. Just read another book, or watch a different move. Please do not remove anything from the selves, because it will only do more damage",4,4.0,train,Here’s the breakdown of
1533,4297,2,"Libraries     Do you go to libraries? Many people all over go to libraries for many different reasons. Sometimes when you go there, you have to have a reason to be there. You also have to be very quite. Libraries are very interesting in many ways.     Some @MONTH1 ask what a library is, well they are good places to go. People can go there for many different things. Most of the time, when people go to a library, they go to get books. Not only can you get books from there, but also go there for school tutouring, for a place to read, and just to go somewhere quite. See libraries have many things to do.     Why do people go to libraries? Well I personally do not go to a library but many others do. People that like to read go there to get a kind of book they want. I would go there for totouring for school, I honestly need it. It helps you alot and gets your homework done. My mother goes there on some occasions, like, to get information from a book or a computer. They have alot of information they you can look for. Then there are online geeks, who like to get online for video games. I get on the internet but not for video games. There is another reason why people go to the library.     My little sister loves going to the library. She is only eight years old. Why am I telling you this? Well when you go into a library, you can not get a book if you are under age. In that case, you have to have parents permission to be able to get one, but not only that, you have to have a library card in order to get a book. I no, stupid rules right? SO then again you have to have parents permission for that to! Well after the permission is all said and done, when you go to get a book, you have to make sure it's you own grade level. I have to watch that with my sister all the time because if not, then they will yell at you. I personally think that is good for most kids. So now you know that libraries are very strict.          Now that I told you all about libraries, I hope you learned something from it. Remember that they are very good places to go to for information, to get books, or just to go somewhere quite. You can always find a library around, there are NO @CAPS1! Well if you don't like to read or be quite, then you shouldn't go. I'm going to leave that to yourself.",3,4.0,train,Here’s the breakdown of
1534,3482,2,"All libraries have books for all readers no matter the age.  The books on the shelf are arranged or should be arranged in alphabetical order with the last name of the author first.  I think that some, but not all, reading materials such as books, music, mvies, should be removed due to some of the graphics in each reading material.     Every bookshelf should be arranged by age difference and spread apart from the other books and or bookshelfs.  If a child would be in the appropriate isle for there age styled books, less children would pick up the wrong book.  If children would understand to listen and follow dircections on where to find there specific age appropriate books, less accidents of children taking the wrong book from the bookshelf would occur.     If children would take the wrong age appropriate book off the bookshelf, I would think that their parent(s) would be responsible and take it back and get the right book for their child(s).  If parents would be responsible for taking action, their child should understand that they are taking the wrong book from the bookshelf.  Wouldn't children understand that if their parent has to take the wrong book back, that they would learn not to do it again?     I think that some, but not all, reading materials such as books, music, movies, and magazines should be removed due to some of the graphical features in each reading material.  The books on each bookshelf are or should be arranged in alphabetical order with the last name of the author first.  All libraries have books for all readers no matter the age.",3,3.0,train,Score: 3
1535,4667,2,"Censorship in librarys can be a positive and negative thing. I think this because there can be somethings that you @MONTH1 not want your children to read. But there also can be things that you do want them to read. Age groups can play a big role in censorship because there are things that you dont want to see a kid reading when he or she is young. But if it is censored then they will not even be able to read it when they get older. It all depends on what kind of things are in the books, music, movies, and magazines.     If you find something offensive that you read in a book or saw in a magazine to some people that @MONTH1 not be offensive at all. This is why I think that the censorship can be good and bad. I am sure that there @MONTH1 be somethings that you have read that wasn't offensive to you but it @MONTH1 still be offensive to others. Censorship in my opinion can be a good thing when the things that are in the book, movie, magazine, and music are not true and that @MONTH1 be offensive to more than a small group. Lets say that there are two books written about the same true topic. The first books material is very well written and @MONTH1 have offensive material in it here and there. The second book is also well written but @MONTH1 not all be there the whole story @MONTH1 not be the same as what happened because they censored it because it can't be in the library. Which would you rather read? Personally I would rather read the book that @MONTH1 have some offensive material but has the complete story of what happend.     Say you were the writer of a book and it took you a long time of hard work and dedication to finish the book and get it published. Would you want your book to be on the shelf at the library? I know I would but if your writing about something that happend in your life that could have been offensive to others they @MONTH1 not allow that book on the shelf of a library. If the things that are in the book are true or are in real life. Than why show your children a book that isn't true? Im not saying go get your child a war book and have them read it when they are very young. When reading a book that someone spent a long time and lots of hard work on you are looking into their perspective. Maybe there perspective of what happend is alot different than yours, but that can be a good thing. Even with the offensive material books, movies, magazines, and music can still be good to some people and bad to others.     I have went to librarys and found books that I was interested in and I think that some of them could be found offensive to others. If the contents of the book, movie, magazine, and the music are not true and can be found offensive then sure that should be censored. But if it is censored it should only be for a certain age group. I have also went and got books at the library that have true stories that can be found offensive by some people, but that doesn't mean it should be censored. A book that @MONTH1 have material in them that could be 'bad' for some people. That does not mean that after they read it they are going to go start using the same offensive language that could be in the book. It all depends on the persons perspective if they find a book offensive or that has some 'bad' material in it then don't read it, and find something that you wouldnt find offensive.     Overall the things that we read, watch, and listen to @MONTH1 not all be bad even if it has some offensive material in it. To some it can be bad to others it can be part of their life. If I had a story to tell and I spent a long time working on it. I would want it to be read, seen, and heard. Censorship @MONTH1 be good for some and bad for others. If you are a person that allways likes a happy ending then maybe censorship is good. But if you want the whole story that can be non-fiction or fiction then censorship is not for you.",4,4.0,train,Here’s the breakdown of
1536,3319,2,"Censorships in the libraris  would be liked cutting the worlds air supply. It would be taking away from a readers imagintion. stoping readers from being able to express their mind.      My veiw on censorship in the libraries would not be needed. Libraries around the world do good jobs keeping certain books in the apperpate ages levels. By removing certain materials out of libraries would cause reader attention to why their being removed. Then readers would demanded that we leave their books alone. Then fight for more books like those and then they would need censorships in libraries.      Books were made to keeping people wondering, learning, and excited. By cutting away different materials would be stopping people from enjoying the world of minds. More you take books away the more the population on watching television gets higher. Then there would be no more author and more actors and actress. People minds would not be wondering, learning or being kept excited.      I remember when i was a little girl i went to the library. I was in the library looking for a book. I wet to the big kids side as i called it and tried to check the book out. The library lady told me i was to young and showed me to my age level books and took the book back. Then i was able to check a book out.      So all i am sating is that censorships are not needed in libraries. That would be tking away from a librarains job. So dont take away readrs imagintion",3,3.0,train,Score: 2
1537,4189,2,"Offensive metaerial like that should most definately be removed from the shelf. What if a child finds it? They @MONTH1 think its the coolest thing they've every seen. Children shouldnt be able to access this kind of material at all, especially from a place like a library.     Sombody could easily pick it off the shelf not knowing what it is. They @MONTH1 start reading it and not know what they're getting into, but it would be there fault for picking it off the shelves. This kind of material should only be places it is welcome, not in librarys or public places like that. If the material was at a type of book store that was not meant for people under @NUM1 to go to, then yeah it is meant to be on the shelf because children aern't aloud in that building, therefore they cannot see it unless it was brought out of the store to a household or somthing.     Depending on where you go, if that meterial is on the shelf, say at a place that is not so public, and you pick it up and start reading or watching it, you have yourself to blame for not researching the book or case of the material. If people want to get it they can, but it would be at there own risk. There for if the consumer takes it off the shelf, its there risk of being offended. There for they cannot blame the place the material was at.",3,3.0,train,The essay contains several errors
1538,4451,2,"In my opinion, books that @MONTH1 seem offensive to someone should be kept on the shelf. Meaning that people should be allowed to check them out in the library and read them even if some people think those books in particular are offensive, or @MONTH1 come off as offensive.      A person should be able to read an article without feeling like somone wrote that book, article, or magazine to be offensive. Yes, but at the same time it is up to you, the reader, to pick a book that does and will not make you feel uncomfortable. Do not pick a book to read that discriminates against football players if you are a football player, because most likely it is going to upset you, or make you uncomfortable. Well say you want to read a book that discriminates against football players, and it does make you feel uncomfortable, do not take the book, and go complain to someone about how the book, or article makes you feel if you picked it out to begin with. If it makes you uncomfortable, put the book, or article down. No one is forcing you to read it or look at it.      People should be allowed to read whatever type of books they would like, and about anything that interests them. Just because an article, or book is offensive to you, does not mean it is offensive to other people. If we were to take all the books, articles, magazines off the shelfs of library's there would not be any books left for us to read because every book written offends at least one person.      Movies are a whole other issue in itself. There are many types of movies, and within those types of movies are types of things people do in the movies to make it funny, scary, shocking, stupid, etc. If you do not cuss and say you go watch '@CAPS1 @CAPS2' you are going to find it offensive because every other word they say is a cuss word. If you do not like @CAPS4 people jump out of strange places and scare the crap out of you, then you are not going to watch '@CAPS3.' @CAPS4 people find movies offensive or not to their liking the usually go and try to make a big deal out of it, and sue the people who made the movie. You doing that is causing more trouble than it is actually worth. The same thing with movies as books, if we were to take all the movies out of movie stores, and just stores in general that were offensive to at least one person in any way, we would not have any movies left to watch because at the end of the day; there are tons of movies that would offend some people, and make them uncomfortable.      In conclusion, if you find a movie, song, book, article, or magazine that is offensive to you, get over it. Keep that book or whatever it is out of your reach and in other peoples, because at the end of the day no one is going to help you sue an author, producer, or music production company because something they wrote, directed, or sung offends you. In my opinion you should just read what interests you, watch what you like, and listen to the songs you usually listen to",4,4.0,train,Score: 3
1540,3070,2,"Libraries are very educational. They provide books, movies, magazines, music, and computers for you to locate something you are looking for. I dont think that libraries include anything offensive. If anyone finds anything that a library has that is offensive to them, then they should talk to someone who works there and see if they can come to a solution. It shouldnt be removed because not everyone @MONTH1 find it offensive.          I've been to many libraries in my life and personally, it's amazing all the books, and things for you do there. I've actually gained alot of knowledge at the libraries i've been to because i found so many books that were just amazing. Never, have i ran into something that was offensive to me or anyone else. Everyone is different though, we have all have a different view on things and we all are unique. If a library does have something that's offensive to everyone then maybe it should be removed but like i said earlier if it's not offensive to everyone then it shouldnt be removed.           I personally, think libraries hold so many unique things that if somethings were offensive to people then i'd understand why everyone would want it to be removed. If someone came up to me and said 'hey, i find this music to be very inappropriate for young children to listen to' i would say, 'well, that @MONTH1 be true, but some children do listen to that music, it wouldnt be fair to remove it, just because one person doesn't like it. Now, from my experience theres alot of things that people find offensive but personally, i think it would be outside of a library",3,3.0,train,Here’s the breakdown of
1541,4615,2,"Communities have many different types of people that live in them. Certain groups of people find some things offensive while others find them totally nomal. Some of these things cause conflict. A library, for example, is one place you @MONTH1 find some of these conflicts.     Most libraries are open to the public. Therefore, many different groups of people will be sharing the material in the library such as books, movies, magazines, and music. Having many different kinds of people sharing this material, the libraries must try to have material to please everyone. This is where the conflict begins. While trying to please everyone, some people @MONTH1 find some of the material offensive. Now for the big question: Should material some find offensive be removed from the shelves all together?     The answer to this big question is no. Libraries must have many different kinds of materials in them to please everyone in the community. People are different and believe in different things. Just because one person finds some type of material offensive doesn't mean it is offensive to everyone. For example, things such as religion. Someone @MONTH1 find a book on a type of religion and find it very offensive, but others @MONTH1 strongly believe in that reigion. Just because one person takes it offensively, doesn't mean those who don't should have it taken away from them.     Libraries are for all kinds of people. Just because one person finds the material offensive, doesn't mean it should be taken away from everyone else. If libraries took any material that anyone found offensive in any way off the shelves, there would be no material left. People believe in different things. That is the way it always has been and more than likely, the way it will always be",3,4.0,train,Here’s the breakdown of
1542,3371,2,"When one person is giving a right to do something, then everyone else should have the right to do the same thing. But every so often, you have someone that abuses their rights to something.          I belive that all books, music, movies, magazines, and everything else has a right on a library shelf. And they shouldn't be romoved if they are found offensive because in almost every book someone reads, there will be some kind of offence in it.          I also belive that all books, music, movies, magazines, and everything else has a pupose to it. And if the purpose is good enough for it to be published than, it should have a good message worth delivering to people, even if it is a little offensive.     I've read a few books, watched a few movies, and heard a few songs that were offensive even to me in some way. But, considering that there was more of a purpose to it, and the purpose being a good message, I liked the few movie and songs that most people would say its 'junk'. I don't have alot of experiences because there isn't a lot that I can say is offensive, but the few songs, movies that are offensive to even me, I belive that there was some kind of good message there.     I personally think that no one should have a right to take a book, a peice of music, a magazine, or anything else off a library shelf. Because everything has some kind of purpose to it, and has some kind of message in it for each and every person to discover",3,4.0,train,Here’s the breakdown of
